default,student,balance,income
No,Yes,679.809546965,19263.1233226
No,No,601.263292585,24400.0962522
No,No,132.081039257,51694.7395595
No,No,743.03296886,25186.4259048
No,No,728.186897543,52515.0675486
No,No,467.247563715,33644.2578423
No,Yes,1104.93334844,17377.4981465
No,Yes,310.198181761,14672.9256971
No,No,1575.71270471,45957.2447177
No,Yes,1370.24893741,13358.2742023
No,No,1593.43280273,73554.2334952
No,No,463.002217743,42297.4577978
No,Yes,786.106023873,20954.4515708
No,Yes,731.511801077,26505.3445248
No,Yes,468.273219313,27054.8938155
No,No,219.145709509,37993.0436785
No,Yes,846.959069993,20659.8532659
No,No,702.159262843,57468.4044412
No,Yes,1381.64443434,11059.5680661
No,No,1455.50583676,33455.0496945
No,No,1357.90971765,43377.1121806
No,No,1032.62707913,23349.8301266
No,No,798.859636677,48336.1293083
No,Yes,117.903081769,14649.8580554
No,No,234.743603958,27499.953622
No,No,890.266872176,36631.498422
No,Yes,518.478839254,18635.5097073
No,No,1124.49595976,31739.5637464
No,No,1468.78805535,38521.8702
No,No,938.106178831,13405.210942
No,No,722.02916247,26984.2562874
No,No,610.641708046,42899.848127
No,No,407.771300691,18555.3235406
No,No,1057.22881723,58133.5278357
No,No,1262.40451594,57158.7550202
No,Yes,1082.67454484,22417.5561475
Yes,No,1969.94292393,29415.7532921
No,No,760.099642772,45921.3431314
No,No,929.396254309,23133.6598112
No,No,1177.2495985,35419.6103098
No,No,309.270680818,42226.6513133
No,No,981.943933832,38483.5318864
No,No,200.162803966,24280.1301574
No,No,1630.48300986,54323.4228869
No,No,947.235416304,28310.4937788
No,No,537.396354193,40828.1401162
No,Yes,1292.56878393,14859.2400849
No,No,356.827645394,39444.8253488
No,No,500.155117007,34437.7068935
No,No,1345.70698006,40802.8865155
No,Yes,1091.139756,19990.8353296
No,No,1025.52762477,22741.3913036
No,No,403.240024858,42993.4364142
No,No,699.34267269,36957.6805693
No,No,1445.80516374,15666.0574302
No,Yes,963.899257788,16561.2556355
No,No,542.765601644,52625.4157104
No,No,766.929094869,25376.1037624
No,No,808.429127595,29212.904729
No,No,736.536729919,46416.1829197
No,No,1076.13982318,31845.9515281
No,Yes,731.314859466,11510.1514734
No,No,236.00370594,38202.5138392
No,No,1382.4549525,40394.3086002
No,Yes,915.571546852,22586.3382777
No,No,176.596945809,48957.7563825
No,Yes,639.999626302,19900.0064039
No,Yes,950.678008585,20435.8178099
No,No,1320.71111521,29105.4424418
No,Yes,1203.02939897,15952.452024
No,No,1335.93525389,19482.2062818
Yes,Yes,1647.2822477,16154.4622804
No,Yes,1434.38646449,15761.6996158
No,No,307.476238461,36120.9685898
No,Yes,1277.89489991,20649.9299868
No,No,998.393069938,46051.9228597
No,No,561.343258988,44403.9942871
No,Yes,1577.08358059,15230.8206005
No,Yes,412.071444309,12588.9711331
Yes,Yes,1758.4065708,14272.2737756
No,Yes,251.468193783,19373.8880179
No,No,1353.13173451,40164.0485886
No,No,10.194456693,32641.9325638
No,No,933.554734219,33633.1486889
No,Yes,1692.75253805,23743.8419511
No,No,663.250479154,36276.8639525
No,No,51.5304014163,36851.9128724
No,No,797.742647053,53398.9285872
No,No,0.0,50243.9311705
No,No,1217.07276191,62764.0976635
No,No,0.0,44980.293039
No,No,741.844666024,45808.5402807
No,No,455.184490479,43513.3506271
No,Yes,1788.14082162,26228.7104423
No,No,1253.77341201,28153.0140567
No,No,918.093373719,44112.8101652
No,No,0.0,30241.9485767
No,Yes,699.1734013,17572.8310645
No,No,171.996376989,33505.4934305
No,No,1326.3488543,46587.0802885
No,No,1275.49530305,40026.2859538
Yes,Yes,2247.42188933,17926.7230141
No,No,993.772119103,52645.6630948
No,No,997.379504093,34824.8480619
No,Yes,652.372669136,12139.0571199
No,No,1124.88618865,41989.0341969
No,No,1608.81844748,36721.1034831
No,Yes,776.606472977,4755.25219034
No,No,845.020724914,33895.2378499
No,No,570.054698668,42157.8077121
No,No,186.438134381,13325.1213335
No,No,0.0,48672.9560136
No,No,1429.48871596,31995.4879989
No,No,295.056674122,39479.7516839
No,No,896.581276619,54840.0578653
No,Yes,1562.5323238,13754.3340703
No,No,889.308741715,33036.2447896
No,Yes,1805.68295453,20727.6402235
No,No,1334.10592778,43704.4308598
No,No,527.940223666,56820.8207445
No,No,1282.07694623,52753.0765682
No,No,932.828729648,48165.1802368
No,Yes,1850.88824722,21575.7633259
No,No,455.190784198,36488.15785
No,No,748.286644782,45626.9945466
No,No,874.478742269,33485.5205119
No,Yes,538.706536221,16350.3601824
No,No,841.851727183,48615.0145715
No,No,1814.16819487,28322.8391896
No,Yes,365.704408736,15953.9756084
No,No,401.180757479,39686.6759485
No,No,2096.13639137,49992.5298142
No,No,1429.87855917,33452.5875603
No,Yes,1737.34771498,19202.7101911
No,No,1043.3903384,45309.9489669
No,Yes,1155.45654811,22194.4778758
No,Yes,931.649113036,19179.4467879
No,No,146.755460851,49925.0693858
No,No,1406.94765171,27667.8360309
No,Yes,705.896825599,18447.8760934
No,No,641.80394074,32628.641262
No,No,379.603563484,42862.4888882
No,No,706.226791933,33920.4569663
No,No,577.13199692,43616.0962323
No,No,90.9998160633,52387.5919916
No,No,549.399041756,48424.4043821
Yes,Yes,1102.4349821,17391.7796468
No,Yes,1228.33879593,18129.6940624
No,Yes,974.014384871,20108.1035841
No,No,263.656061764,50782.832203
No,No,847.069147369,35581.2901157
No,No,835.191809114,39977.1314704
No,No,757.907711198,37088.8395733
No,Yes,1013.66576572,13821.090082
No,Yes,643.577000918,28765.9105252
No,Yes,757.272763498,18876.0891573
No,No,1248.27894292,41100.6261742
No,No,699.285850186,41475.9820953
No,No,866.402631163,18586.7271653
No,No,697.666382565,35402.2679568
No,No,899.096892824,39630.63879
No,No,674.20462962,46481.9526799
No,No,902.923958561,33778.4032313
No,No,1591.75580589,46259.6599753
No,No,484.21735864,30178.57524
No,No,751.687286555,51327.3172739
No,No,604.194947116,38292.7690977
No,No,640.633469892,46075.415058
No,Yes,782.445165134,23447.2133814
No,No,1026.95519674,40307.0110218
No,Yes,862.902253834,16157.8665298
No,Yes,780.512125825,14813.3415823
No,No,878.009385167,15262.9351149
No,No,481.86202827,32928.2390043
No,Yes,1579.99003223,13274.7315024
No,No,1.67402590271,23001.667076
No,No,514.849025301,37656.8478724
No,No,2087.67874085,44997.3643501
No,Yes,973.514710212,20770.4840332
No,No,528.872496895,45235.4971935
No,No,1131.41243362,37663.2268693
No,No,955.343370548,40368.5978855
No,No,759.032260454,45774.3835405
No,No,1023.85241372,31492.9983653
No,No,1096.07775578,30374.8347206
No,No,829.32969071,48734.166169
No,No,792.356871705,39911.427228
No,No,882.264534453,18379.5148607
No,Yes,733.847089936,16400.1283445
No,No,553.519436208,45385.3113269
No,Yes,822.95959492,8918.70253905
No,No,493.95999045,34621.7576421
No,No,88.2540567052,43927.3158856
No,No,0.0,45077.5745781
No,No,611.825734886,21716.5343597
No,Yes,1096.69213583,20856.5876398
No,No,191.61107055,35119.5813836
No,No,447.958161183,54044.8231062
No,No,1149.68918789,39974.5630185
No,Yes,463.300004724,16416.6127293
No,No,1347.63559514,58953.0926685
No,Yes,0.0,16979.8930728
No,No,643.010847393,27735.1582361
No,Yes,365.222955835,15375.1517219
No,No,289.681569443,45991.0443211
No,No,578.290656572,48044.3844904
No,No,1186.93272906,51742.5764367
No,No,426.007283755,50874.5651795
No,No,1115.73877694,48125.6467552
No,Yes,932.695814191,18743.3137407
No,Yes,1048.48759626,22935.5954509
No,No,768.372947015,44405.3087453
No,No,785.494708436,50683.1541835
No,Yes,865.205866069,22081.5816393
Yes,No,1801.80118347,24152.2648342
No,No,950.341274782,64396.1653447
No,No,787.042934913,46266.9414512
No,No,982.839988771,32419.6650477
No,No,1175.38957719,35339.5566719
No,Yes,887.284872181,13132.9013472
No,No,801.994436947,46439.0035534
No,No,1096.24673322,42685.1072903
No,No,628.855331566,40490.4260532
No,Yes,567.722580914,14892.3244451
No,Yes,843.00878663,22037.4704118
No,Yes,1217.30987517,10520.0430747
No,No,0.0,10593.9212461
No,No,1186.77795118,38581.9278559
No,No,439.043893108,40148.1080543
No,Yes,778.999353313,10489.5735268
No,Yes,742.549323469,24505.0193461
No,Yes,763.337623826,15849.86396
No,No,408.116029994,39388.3175612
No,No,1071.25835436,36869.052576
No,No,1373.5756013,22182.4165874
No,No,52.9180891784,30506.3588537
No,Yes,1140.45436293,18991.8860355
No,No,1162.29922732,47513.1247712
No,Yes,1528.49437007,22664.3493517
No,No,991.961167213,49910.0968836
No,No,592.432321381,32283.2641205
No,No,848.327608234,30472.7179253
No,No,309.517982127,35293.1935706
No,Yes,425.844645377,15324.7580042
No,Yes,1268.48611351,19862.0444216
No,Yes,898.631950753,15293.8740495
No,No,274.956946474,24102.3915141
No,No,399.443127979,45360.9322533
No,Yes,850.386406239,6389.07056945
No,No,92.9000889701,43955.8813664
No,No,854.023334565,32107.3083419
No,No,0.0,29721.3418701
No,No,1094.81283302,32936.0586617
No,No,680.16445938,25391.6330752
No,No,1231.35189432,29867.8764737
No,No,0.0,38228.2601678
No,No,830.046094161,51847.1229336
No,No,1267.00144445,32752.1937409
No,No,1623.69027195,36747.9039783
No,No,302.719017711,45260.3977308
No,No,439.961958832,28215.4788429
No,Yes,1016.82547814,18703.5552303
No,No,1421.20476385,47423.7917724
No,No,479.67715178,40995.0362099
No,Yes,925.896916667,12384.20423
No,Yes,1192.7021594,21597.7516651
No,No,1649.91703024,36091.3847479
No,No,808.999102581,26379.8866963
No,No,752.056294701,49741.4315185
No,No,727.190776307,27282.198355
No,No,845.607309992,31633.0872543
No,No,445.661897901,46816.1051137
No,No,1459.04496636,49753.8049163
No,Yes,988.641609584,22085.4508198
No,No,796.991208463,25159.5548558
No,No,903.459131607,33640.0996763
No,No,1163.08390408,45488.7505587
No,No,1217.21052749,33865.0505772
No,Yes,740.228677227,23469.3875041
No,No,1259.45052417,28881.7252478
No,No,501.391685956,42856.1899982
No,No,808.611888576,48650.4338779
No,No,413.888271617,53142.0239049
No,Yes,666.498230169,11951.8987902
No,Yes,412.160788336,17679.5217698
No,Yes,372.652495533,22308.0412831
No,No,1235.07665431,48687.557156
No,No,853.24622159,41581.1953362
No,No,1911.66851673,52802.0888232
No,No,357.969460729,57012.5508813
No,Yes,698.157981667,19582.8161576
No,No,918.46109122,32468.4507372
Yes,No,1741.91491543,35067.4251227
No,No,577.493476689,39015.4168358
No,Yes,1415.68199444,21856.3209297
No,Yes,1524.48683342,15845.8712481
No,Yes,1171.44140129,19213.3857269
No,Yes,396.801484079,26061.7642504
No,No,1236.15812441,19682.7109013
No,No,1053.40549467,52921.8537919
No,No,1207.04062487,42171.9889676
No,No,528.9619452,27065.7052751
No,No,662.703254959,48652.1699429
No,No,517.228507619,40248.5860723
No,No,938.846004261,40914.2282285
Yes,No,1823.63655922,44260.156374
No,No,638.72198717,48085.7079149
No,No,929.022614419,23889.6800602
No,Yes,282.248706317,19809.0986749
No,Yes,1429.60932761,14827.8945358
No,Yes,672.35816324,24495.0376193
No,No,752.466763911,39896.1093745
No,No,471.34612699,30337.141181
No,No,270.585758872,44958.6312673
Yes,No,2075.3278924,43817.4994165
No,No,96.8038990504,31371.7260761
No,Yes,568.294950973,13286.3504957
No,Yes,990.88056193,21164.6639905
No,No,284.560972137,45542.173802
No,No,983.837340767,28980.1020216
No,No,924.437340522,40987.4861505
No,No,857.153196869,31252.6513536
No,No,195.022335186,44222.97874
No,No,1046.008996,45573.3837715
No,Yes,933.350405093,15557.6325634
No,No,0.0,43646.9117172
No,No,691.892090491,32512.1953898
No,Yes,1097.96962126,16275.6836357
No,No,0.0,45374.9971794
No,Yes,402.909163048,22752.3269495
No,No,1230.90316087,44303.1979965
No,No,959.482038938,31357.4463318
No,No,630.229125537,46713.6304386
No,Yes,1353.49302987,16727.6637244
No,Yes,603.575190028,15477.353879
No,No,830.250090635,35377.8570634
No,No,858.179964537,30892.7357962
No,No,380.173508308,37395.7189344
No,Yes,1005.8117331,12112.6574158
No,No,1027.82530712,33089.4672947
No,No,456.003327034,29898.0050636
No,No,1043.09783017,30516.2627005
No,No,586.968885383,50317.6528901
No,No,271.942208218,27790.0692787
No,No,419.729051722,37444.5360607
No,Yes,597.11238019,12660.8145669
No,No,342.957369598,43688.5348603
No,No,728.27895484,30028.1801143
No,Yes,513.836763186,9879.11522087
No,No,795.958609109,22570.4833958
No,No,1.97669165658,51672.3606747
No,No,1355.6412196,36671.6598743
No,Yes,319.262676132,24881.3856596
No,No,1719.16924073,57866.0587648
No,Yes,1191.08557367,20895.4081879
No,No,984.439163054,25294.8679948
No,No,947.795904133,45284.2059483
No,No,949.038713529,47760.4001661
No,Yes,219.728619473,18401.9824159
No,No,1465.74393129,25521.2698925
No,Yes,645.338826893,20122.202295
No,Yes,856.56448051,23199.9770243
No,Yes,912.832537265,19467.9793084
No,Yes,774.347691274,15147.4050876
No,Yes,1376.34002229,17101.4277855
No,No,699.680386108,50267.8498703
No,Yes,903.458650209,17254.9607045
No,Yes,1150.54718579,23705.9534247
No,No,751.338737032,42736.428101
No,No,556.077320959,25371.2137682
No,No,751.392240488,29875.0468944
No,No,425.986919626,39772.7524115
No,No,297.680814255,26586.533826
No,No,507.246293688,46106.2333111
No,No,865.697003767,33541.0463796
No,Yes,1265.52737698,14672.2561827
No,No,564.41130649,39643.5362935
No,No,621.04121929,50804.6753093
No,No,1205.59069016,25920.8606204
No,No,1943.93230012,24193.608953
No,No,415.28875192,35790.1308928
No,Yes,1169.42044436,19879.2481699
No,No,685.636883982,49260.6253735
No,No,781.919019378,54925.5077889
No,No,651.374329491,44648.6964112
No,No,490.251032849,49222.491382
No,No,976.289542388,35909.4382858
No,No,1476.83812316,41154.8817495
No,No,752.948233888,62329.1213279
No,No,511.605906978,29914.1762586
No,Yes,1384.37213178,21059.6048699
No,Yes,1031.67044621,22440.6219784
No,Yes,1491.50749267,23636.1648057
No,No,672.236354138,46336.0582746
No,Yes,644.413563982,23319.6491326
No,No,539.59342912,9950.22944716
No,Yes,0.0,17648.3555521
No,No,919.812637214,44316.358327
No,No,1249.87279356,50418.0445177
No,No,539.805316131,35924.6100062
No,No,1162.11326016,49255.1443251
No,No,944.450297862,47463.3335845
No,No,0.0,29675.040394
No,Yes,1440.5287949,20882.0173152
No,Yes,1558.47191874,17470.4766997
No,No,854.14062266,52239.8002409
No,No,468.549457486,53273.9190207
No,No,902.497409853,56947.8637389
No,No,897.285608502,66547.9153479
No,Yes,422.189410133,14366.5690535
No,No,194.575966814,44543.7810046
No,Yes,487.511403807,17713.5886678
No,No,1558.86046744,42112.3133015
No,No,630.028950845,43547.5421744
No,No,1056.65462972,30711.8612088
No,No,1712.47003698,40395.3463718
No,No,25.6029427285,35464.2479757
No,No,1384.85057128,40131.4938945
No,No,961.365708967,42619.0777329
No,No,229.214973978,68145.1337293
No,No,778.791564992,53219.5273541
No,No,653.436222212,41440.9285587
Yes,No,961.488850068,27717.6149963
No,No,1084.45756357,33080.9653776
No,Yes,869.667755818,20285.2517778
No,No,818.334937015,27390.8369123
No,No,416.861181772,39672.5172956
No,No,250.835244899,58139.0215908
No,No,0.0,48411.0768955
No,Yes,481.588375402,19623.4605356
No,Yes,1506.9115126,23375.6459316
No,No,1100.00893133,34358.0746761
No,No,220.666752812,64467.7333981
No,Yes,789.283587776,20370.1737142
No,No,41.3591758437,47351.8335387
No,No,382.962697243,43645.9477878
No,No,567.91705141,28875.5218052
No,No,244.509086415,33751.245067
No,Yes,815.341565034,26064.3656179
No,No,529.072681274,43914.6714302
No,No,736.418557672,48660.1510832
No,Yes,0.0,17744.9299654
No,Yes,1260.34116519,11696.6777628
No,Yes,708.213553029,12092.3144675
No,Yes,99.9976112315,4376.81033733
No,No,1143.30818006,48630.033842
No,Yes,892.383860904,17841.5226998
No,No,1250.04724454,50883.7144157
No,No,415.65536674,43389.6607477
No,Yes,1058.86738423,16059.8327514
No,No,857.699664614,43162.673651
No,No,1429.76720501,37255.9111024
No,Yes,322.266857038,19231.9390866
No,No,572.186729627,35926.3762376
No,No,1438.75847304,24061.6475967
No,Yes,1742.88693797,20344.4280061
No,No,325.26759381,39431.5354092
No,No,1091.41855088,43091.156858
No,No,1252.40952932,53237.1035415
No,No,607.431269535,34541.3020044
Yes,No,1258.7647939,26331.3723972
No,No,1026.7027067,33915.0488367
No,Yes,590.566232555,9143.3964327
No,Yes,1218.17034647,18918.3771489
No,No,260.618801936,42125.1486747
No,Yes,1498.07059122,13274.6305622
No,No,909.946875784,53430.8954263
No,Yes,1167.11058273,18676.5697731
No,No,923.685583086,38403.0106218
No,Yes,1275.19707789,15793.9091712
No,No,709.257519701,23249.9369139
No,No,682.988012159,41679.7597909
No,No,1355.96189917,25208.0488595
No,Yes,1815.88929402,15490.0282669
No,No,698.29172473,43876.1618753
No,No,189.129858226,28827.2130879
No,No,1418.70284028,35619.9667313
No,No,670.422582334,53666.1923388
No,No,206.016345166,38550.3766691
No,No,1616.96212541,47504.6644973
No,No,995.529599688,24126.6103608
No,No,591.036836257,30834.7117877
No,No,1294.90323368,52338.2214608
No,Yes,1259.37281261,22361.0547379
No,Yes,1313.35267048,17437.6158262
No,No,0.0,24461.8544604
No,Yes,769.479121724,27515.5709281
No,Yes,571.5771218,15325.0791015
No,No,756.087910766,49163.2233043
No,No,183.428692216,39020.2288571
No,No,1054.80558913,52290.34067
No,No,1386.20772608,44536.4873032
No,No,596.187984922,45929.4491788
No,Yes,1029.91697478,16691.8032876
No,No,417.538455374,31730.8666019
No,No,1218.42139073,40449.3117121
No,No,210.780788131,46326.7611217
Yes,No,1178.15885832,44437.2021385
No,No,997.625113693,30670.9471529
No,No,637.902180966,48425.7226517
No,No,0.0,54245.1197952
No,No,350.051851978,48411.9866835
No,No,1517.91895837,49400.1708379
No,No,190.641105321,31463.4199838
No,No,971.583673643,41278.4190266
No,Yes,925.390678152,16427.5710096
No,No,1637.83992156,34107.0805645
No,No,224.592472479,27246.0452996
No,No,255.117030976,55980.0740425
No,No,1201.01654773,41585.8320479
No,No,1075.57011149,51370.2097045
No,No,438.420240631,29899.8221569
No,Yes,1246.43717839,15756.7182461
No,Yes,1655.11286003,17269.7989093
No,No,1063.8168016,38457.2492874
No,No,1626.5637986,43592.8405019
No,No,409.404019996,48746.4343504
No,No,1018.67301773,38421.8109111
No,Yes,1090.89188239,20421.9577177
No,No,324.885413968,36555.3997483
No,Yes,1085.15296586,20054.8984974
No,Yes,869.772061046,18724.4036764
No,Yes,608.840648304,24523.8540973
No,Yes,1042.97256454,9595.58757061
No,Yes,1276.66776193,19073.1085231
No,No,928.094090319,55894.6620243
No,No,1592.76390392,35084.0931718
No,No,0.0,39653.923206
No,No,340.99979802,48058.383183
No,No,81.5318651256,40847.8113112
Yes,Yes,2145.6076741,23516.1913448
No,No,654.416009759,47244.7041815
No,Yes,1155.78057709,15146.8964639
No,No,1745.31352843,49090.1285571
No,No,534.78489192,46138.431795
No,No,584.837411673,39553.171499
No,No,1365.55685086,38511.3198025
No,Yes,946.367149792,12532.6575241
No,No,263.190295009,34112.4719691
No,Yes,1090.92505944,18935.8182197
No,No,835.189928006,44678.8317508
No,No,1265.53598576,35133.217293
No,No,357.506621549,66404.6831117
No,Yes,564.005440906,16502.3373713
No,No,817.927709731,59431.8391842
No,No,1366.27862102,41192.4626503
No,No,836.343137128,34559.1584046
No,No,0.0,27367.7826593
No,Yes,780.227918144,25228.7107258
No,No,995.877319236,52860.5849429
No,No,0.0,22827.1844904
No,No,554.344586281,31028.9241957
No,No,1204.5788413,39583.1205263
No,No,1053.37587854,39612.6719417
No,No,821.498846966,39318.4893922
No,Yes,470.912347175,24074.3646501
No,Yes,1534.85373461,21678.3509653
No,No,1177.97686677,50811.7594557
No,Yes,1151.89951661,15097.5123323
No,Yes,906.439069103,24662.2907205
No,Yes,1513.5424367,13246.3752794
No,No,740.885186561,34196.0674554
No,No,1176.41451171,57318.7019687
No,No,208.295079053,37295.8019809
No,Yes,375.306304818,19342.1580878
No,Yes,953.130545314,18057.7864869
No,No,280.955900327,37690.0334766
No,No,399.129471558,38004.1049834
No,No,1229.85812167,58399.4966673
No,No,1740.8641066,46458.6061241
No,Yes,795.139553543,24606.15429
No,No,584.816776146,47449.6242382
No,No,1140.74820921,39017.0776174
No,No,1202.31672215,49914.5220391
No,Yes,476.720465848,10516.8697176
No,No,1059.87227059,38698.6727333
No,No,1367.10860567,36427.4297418
No,Yes,1604.77765927,23999.7603392
No,Yes,1055.68253716,25109.5084708
No,No,367.611687181,44046.0175142
No,Yes,0.0,18032.0737812
No,No,543.805741426,31512.6105905
No,No,192.627462935,38042.0183884
No,No,1184.83995305,34527.686796
No,Yes,1510.77723292,19491.6940655
No,No,801.63990942,37441.7921163
No,No,631.030835762,44525.8899911
No,No,279.116875728,30144.4325046
No,No,674.032561856,54832.6657287
No,Yes,957.630204213,15018.9136484
No,No,274.424220631,31292.6274526
No,No,1044.44989669,43374.0041002
No,No,319.807607,45202.6354002
No,Yes,429.222462998,19442.0290889
No,No,835.58502363,41032.3713069
No,No,2.78892034879,54838.8055108
No,Yes,867.441644757,16396.6823596
No,Yes,271.730925652,14215.0928836
No,No,404.194652122,41668.4195785
No,No,1572.81110764,18218.4743623
No,No,730.633559272,42300.1468678
No,No,0.0,56610.2364994
No,No,1046.16855901,46078.9823085
No,No,514.871773828,50339.1917982
No,Yes,1181.58600891,22142.0521488
No,No,0.0,45235.2908693
No,No,272.219927773,47757.8244082
No,No,1175.12552613,33284.2060671
No,No,812.889626441,48563.7997585
No,No,571.041501274,40389.4463335
No,Yes,1041.1473513,12488.7319281
No,No,334.019494911,40916.0332464
No,No,1402.60119406,37273.5930728
No,No,1569.87032399,55938.7662199
No,Yes,1035.96610704,30531.6131074
No,No,1376.11324068,63073.4451351
No,Yes,668.642228958,20240.9549636
No,No,0.0,36249.1749894
No,No,1112.65568371,35159.215461
No,No,718.579877418,12571.6893561
No,No,641.550367705,45574.499578
Yes,Yes,2125.7922021,19539.1486086
No,Yes,814.354102788,17973.5091609
No,No,904.033628607,18898.3113287
No,No,795.497326408,25336.3268493
No,Yes,1753.59814404,21130.9185851
No,No,284.395697403,60840.8098445
No,Yes,1300.88969344,14156.6456713
No,No,1237.84339138,31880.1755862
No,No,563.466595351,31151.187086
No,Yes,6.7278697354,21695.7027559
No,No,661.52818624,58519.859793
No,No,630.714844593,53546.5706034
No,No,721.141686063,40458.9542079
No,Yes,360.009160165,18487.4332542
No,No,751.030985242,45581.7188592
No,No,572.468297128,52797.4293766
No,Yes,242.462988762,23413.3595888
No,No,199.454789589,57455.2101646
No,No,477.566817124,16978.271127
No,Yes,1184.72503438,19797.7701544
No,Yes,604.758740181,19369.3492279
No,No,384.331069368,34232.069232
No,No,1399.57356126,23577.7645097
No,No,328.778147645,48626.3567377
No,No,271.059866111,30465.3075729
No,Yes,145.002121469,19927.0920984
No,Yes,344.154111624,20439.6881075
No,No,985.752739508,22829.5879791
No,Yes,1002.41924969,17797.3437054
No,Yes,1004.84432345,20249.2074252
No,No,483.415851611,53873.5126537
No,No,1034.6011624,41252.7283291
No,Yes,854.626200244,16322.7225871
No,No,796.836729678,29397.8840898
No,No,535.696856518,55828.0817743
No,Yes,1070.63926115,14833.029183
No,No,0.0,30524.7560125
No,No,1333.90120569,23261.8465412
Yes,No,1114.83218093,39776.9989569
No,Yes,793.248091585,24314.6823905
No,No,433.935290048,26888.0873419
No,Yes,1004.2736464,17069.52357
No,Yes,1112.70118908,20901.2137449
No,No,298.775139374,33255.8388525
No,No,796.846346196,20078.7892262
No,Yes,969.397162515,17686.561996
No,No,1075.1183457,47566.7840331
No,Yes,0.0,16451.9423947
No,Yes,44.6555662288,26346.8119313
No,Yes,1000.74058587,14689.4946798
No,No,1311.9993128,26377.9739546
Yes,Yes,2086.5361645,17893.7213718
No,No,697.046859382,38743.0931764
No,No,1240.66425034,30938.5374527
No,Yes,726.764145686,16079.636752
No,No,633.504187172,40571.7665185
No,Yes,386.156432014,22527.6472186
No,No,0.0,34701.1959629
No,No,808.59358543,41222.3516738
No,No,1384.39245362,35499.5269317
No,No,713.067543967,44413.7513911
No,No,590.67653283,26673.8475992
No,No,294.844653349,41591.779963
No,No,208.007706163,42399.5295644
No,No,220.449327882,33213.324924
No,No,773.172691039,49308.1648913
No,No,1248.47705838,37204.0735235
No,No,634.186610299,32255.9892369
No,No,678.186893656,55542.9696291
No,No,1252.62149721,27295.5179275
No,Yes,1297.2650428,16864.4348878
No,No,0.0,38870.4967984
No,No,1190.76129185,27257.1225311
No,No,196.51556198,44226.6317698
No,No,619.559206544,33476.6678581
No,No,438.625084915,41454.7212837
No,No,676.098860069,38571.4137503
No,No,589.91414603,49945.3890058
No,No,1068.14635014,27859.8644498
No,No,1210.41612202,45113.162523
No,Yes,390.356473829,9114.27528946
No,No,1505.70716693,35786.3271595
No,No,490.055975363,35895.3539099
No,No,123.286068118,47467.9589538
No,No,563.286411224,51720.9115265
No,No,409.160368106,45055.8974731
No,Yes,781.68039625,21342.4787054
No,No,870.302725571,24263.1274358
No,No,509.156011077,47444.1514546
No,No,1056.66248436,39255.7633094
No,No,394.990214436,41574.8335066
No,Yes,1592.00464654,19982.2900564
No,No,0.0,49250.4641066
No,No,1276.40327757,52215.1340326
Yes,No,2413.31944892,38540.5727051
No,No,210.123259393,58413.1036704
Yes,No,2187.22484631,42205.1230478
No,No,1159.84194471,43385.0190429
No,No,1339.60317733,46442.3537685
No,Yes,793.347450949,11495.393142
No,Yes,163.503391346,17545.7266407
No,No,867.629482747,43091.9359878
No,Yes,1231.0258042,13363.9780519
No,No,312.415488687,47118.9994333
No,Yes,758.448011242,20936.0686446
No,Yes,1035.82346779,13959.4204534
No,No,763.735279613,44125.7187252
No,Yes,728.543556144,12475.4607349
No,No,1066.29655789,42247.7785501
No,No,338.725271742,37017.1014892
No,No,264.942490599,39317.573911
No,No,1167.3256809,43337.1300587
No,No,553.742886176,39653.9830885
No,No,485.792841696,38281.3147947
No,No,485.94481484,46447.4052765
No,No,690.438303079,66807.936298
Yes,No,1588.52620558,38014.568845
No,No,460.430190793,56002.2231998
No,No,275.660214988,31259.9781999
No,No,336.907119558,41907.7161463
No,No,307.693118993,42220.8539177
No,Yes,1431.07769447,20576.7799488
No,Yes,787.618249415,11928.5552343
No,Yes,1660.40401325,18861.1546604
No,No,0.0,41482.7016301
No,No,1744.93580278,43978.1123467
No,Yes,758.309662741,12662.1260038
No,No,1173.46246609,48396.504828
No,No,1335.54141773,53354.8492095
No,Yes,1434.84916401,17459.0312732
No,No,591.066666018,43869.3158968
No,No,862.776510538,49444.7846508
No,Yes,1233.25001064,16076.8542613
No,Yes,911.786777701,20928.392441
No,No,0.0,43066.2675588
No,No,286.928183998,50618.7226076
No,No,377.534491906,28045.5951152
No,No,811.792488462,36874.6186267
No,Yes,1856.60559557,17845.3368473
No,No,607.837992237,33737.1754917
Yes,Yes,2182.34895375,22037.8596945
No,Yes,1406.56767108,23050.8882694
No,Yes,662.090603125,16310.7945058
No,No,777.016248239,52797.9390479
No,No,0.0,47236.9737748
No,Yes,769.711499591,11262.6385472
No,No,970.184702115,38784.459155
No,No,537.926697482,45615.195665
No,No,768.15488365,39701.9349136
No,No,1150.04092324,19536.1603742
No,No,902.557289066,32765.3881296
No,No,442.82757981,42004.1967261
No,No,100.866844378,31389.4585657
No,Yes,904.056315812,23188.7151418
No,No,1396.26372251,24379.0715404
No,No,1001.33174458,47640.7370029
Yes,No,1631.61561721,38906.9564069
No,No,790.740517947,45900.297358
No,No,1097.39309399,46807.0816796
No,No,0.0,37598.8627861
No,Yes,1262.83538473,12406.9989476
No,No,738.192928568,54491.1426666
No,No,655.267748369,28642.5825661
